Date,Tmax_C,Tmin_C,Tmean_C,Total_Precip_mm,Rain_mm,Snow_cm
1961-01-01,NA,NA,NA,NA,NA,NA
1961-01-02,NA,NA,NA,NA,NA,NA
1961-01-03,NA,NA,NA,NA,NA,NA
1961-01-04,NA,NA,NA,NA,NA,NA
1961-01-05,NA,NA,NA,NA,NA,NA
1961-01-06,NA,NA,NA,NA,NA,NA
1961-01-07,NA,NA,NA,NA,NA,NA
1961-01-08,NA,NA,NA,NA,NA,NA
1961-01-09,NA,NA,NA,NA,NA,NA
1961-01-10,NA,NA,NA,NA,NA,NA
1961-01-11,NA,NA,NA,NA,NA,NA
1961-01-12,NA,NA,NA,NA,NA,NA
1961-01-13,NA,NA,NA,NA,NA,NA
1961-01-14,NA,NA,NA,NA,NA,NA
1961-01-15,NA,NA,NA,NA,NA,NA
1961-01-16,NA,NA,NA,NA,NA,NA
1961-01-17,NA,NA,NA,NA,NA,NA
1961-01-18,NA,NA,NA,NA,NA,NA
1961-01-19,NA,NA,NA,NA,NA,NA
1961-01-20,NA,NA,NA,NA,NA,NA
1961-01-21,NA,NA,NA,NA,NA,NA
1961-01-22,NA,NA,NA,NA,NA,NA
1961-01-23,NA,NA,NA,NA,NA,NA
1961-01-24,NA,NA,NA,NA,NA,NA
1961-01-25,NA,NA,NA,NA,NA,NA
1961-01-26,NA,NA,NA,NA,NA,NA
1961-01-27,NA,NA,NA,NA,NA,NA
1961-01-28,NA,NA,NA,NA,NA,NA
1961-01-29,NA,NA,NA,NA,NA,NA
1961-01-30,NA,NA,NA,NA,NA,NA
1961-01-31,NA,NA,NA,NA,NA,NA
1961-02-01,NA,NA,NA,NA,NA,NA
1961-02-02,NA,NA,NA,NA,NA,NA
1961-02-03,NA,NA,NA,NA,NA,NA
1961-02-04,NA,NA,NA,NA,NA,NA
1961-02-05,NA,NA,NA,NA,NA,NA
1961-02-06,NA,NA,NA,NA,NA,NA
1961-02-07,NA,NA,NA,NA,NA,NA
1961-02-08,NA,NA,NA,NA,NA,NA
1961-02-09,NA,NA,NA,NA,NA,NA
1961-02-10,NA,NA,NA,NA,NA,NA
1961-02-11,NA,NA,NA,NA,NA,NA
1961-02-12,NA,NA,NA,NA,NA,NA
1961-02-13,NA,NA,NA,NA,NA,NA
1961-02-14,NA,NA,NA,NA,NA,NA
1961-02-15,NA,NA,NA,NA,NA,NA
1961-02-16,NA,NA,NA,NA,NA,NA
1961-02-17,NA,NA,NA,NA,NA,NA
1961-02-18,NA,NA,NA,NA,NA,NA
1961-02-19,NA,NA,NA,NA,NA,NA
1961-02-20,NA,NA,NA,NA,NA,NA
1961-02-21,NA,NA,NA,NA,NA,NA
1961-02-22,NA,NA,NA,NA,NA,NA
1961-02-23,NA,NA,NA,NA,NA,NA
1961-02-24,NA,NA,NA,NA,NA,NA
1961-02-25,NA,NA,NA,NA,NA,NA
1961-02-26,NA,NA,NA,NA,NA,NA
1961-02-27,NA,NA,NA,NA,NA,NA
1961-02-28,NA,NA,NA,NA,NA,NA
1961-03-01,NA,NA,NA,NA,NA,NA
1961-03-02,NA,NA,NA,NA,NA,NA
1961-03-03,NA,NA,NA,NA,NA,NA
1961-03-04,NA,NA,NA,NA,NA,NA
1961-03-05,NA,NA,NA,NA,NA,NA
1961-03-06,NA,NA,NA,NA,NA,NA
1961-03-07,NA,NA,NA,NA,NA,NA
1961-03-08,NA,NA,NA,NA,NA,NA
1961-03-09,NA,NA,NA,NA,NA,NA
1961-03-10,NA,NA,NA,NA,NA,NA
1961-03-11,NA,NA,NA,NA,NA,NA
1961-03-12,NA,NA,NA,NA,NA,NA
1961-03-13,NA,NA,NA,NA,NA,NA
1961-03-14,NA,NA,NA,NA,NA,NA
1961-03-15,NA,NA,NA,NA,NA,NA
1961-03-16,NA,NA,NA,NA,NA,NA
1961-03-17,NA,NA,NA,NA,NA,NA
1961-03-18,NA,NA,NA,NA,NA,NA
1961-03-19,NA,NA,NA,NA,NA,NA
1961-03-20,NA,NA,NA,NA,NA,NA
1961-03-21,NA,NA,NA,NA,NA,NA
1961-03-22,NA,NA,NA,NA,NA,NA
1961-03-23,NA,NA,NA,NA,NA,NA
1961-03-24,NA,NA,NA,NA,NA,NA
1961-03-25,NA,NA,NA,NA,NA,NA
1961-03-26,NA,NA,NA,NA,NA,NA
1961-03-27,NA,NA,NA,NA,NA,NA
1961-03-28,NA,NA,NA,NA,NA,NA
1961-03-29,NA,NA,NA,NA,NA,NA
1961-03-30,NA,NA,NA,NA,NA,NA
1961-03-31,NA,NA,NA,NA,NA,NA
1961-04-01,NA,NA,NA,NA,NA,NA
1961-04-02,NA,NA,NA,NA,NA,NA
1961-04-03,NA,NA,NA,NA,NA,NA
1961-04-04,NA,NA,NA,NA,NA,NA
1961-04-05,NA,NA,NA,NA,NA,NA
1961-04-06,NA,NA,NA,NA,NA,NA
1961-04-07,NA,NA,NA,NA,NA,NA
1961-04-08,NA,NA,NA,NA,NA,NA
1961-04-09,NA,NA,NA,NA,NA,NA
1961-04-10,NA,NA,NA,NA,NA,NA
1961-04-11,NA,NA,NA,NA,NA,NA
1961-04-12,NA,NA,NA,NA,NA,NA
1961-04-13,NA,NA,NA,NA,NA,NA
1961-04-14,NA,NA,NA,NA,NA,NA
1961-04-15,NA,NA,NA,NA,NA,NA
1961-04-16,NA,NA,NA,NA,NA,NA
1961-04-17,NA,NA,NA,NA,NA,NA
1961-04-18,NA,NA,NA,NA,NA,NA
1961-04-19,NA,NA,NA,NA,NA,NA
1961-04-20,NA,NA,NA,NA,NA,NA
1961-04-21,NA,NA,NA,NA,NA,NA
1961-04-22,NA,NA,NA,NA,NA,NA
1961-04-23,NA,NA,NA,NA,NA,NA
1961-04-24,NA,NA,NA,NA,NA,NA
1961-04-25,NA,NA,NA,NA,NA,NA
1961-04-26,NA,NA,NA,NA,NA,NA
1961-04-27,NA,NA,NA,NA,NA,NA
1961-04-28,NA,NA,NA,NA,NA,NA
1961-04-29,NA,NA,NA,NA,NA,NA
1961-04-30,NA,NA,NA,NA,NA,NA
1961-05-01,NA,NA,NA,NA,NA,NA
1961-05-02,NA,NA,NA,NA,NA,NA
1961-05-03,NA,NA,NA,NA,NA,NA
1961-05-04,NA,NA,NA,NA,NA,NA
1961-05-05,NA,NA,NA,NA,NA,NA
1961-05-06,NA,NA,NA,NA,NA,NA
1961-05-07,NA,NA,NA,NA,NA,NA
1961-05-08,NA,NA,NA,NA,NA,NA
1961-05-09,NA,NA,NA,NA,NA,NA
1961-05-10,NA,NA,NA,NA,NA,NA
1961-05-11,NA,NA,NA,NA,NA,NA
1961-05-12,NA,NA,NA,NA,NA,NA
1961-05-13,NA,NA,NA,NA,NA,NA
1961-05-14,NA,NA,NA,NA,NA,NA
1961-05-15,NA,NA,NA,NA,NA,NA
1961-05-16,NA,NA,NA,NA,NA,NA
