Date,Tmax_C,Tmin_C,Tmean_C,Total_Precip_mm,Rain_mm,Snow_cm
2022-01-01,NA,NA,NA,NA,NA,NA
2022-01-02,NA,NA,NA,NA,NA,NA
2022-01-03,NA,NA,NA,NA,NA,NA
2022-01-04,NA,NA,NA,NA,NA,NA
2022-01-05,NA,NA,NA,NA,NA,NA
2022-01-06,NA,NA,NA,NA,NA,NA
2022-01-07,NA,NA,NA,NA,NA,NA
2022-01-08,NA,NA,NA,NA,NA,NA
2022-01-09,NA,NA,NA,NA,NA,NA
2022-01-10,NA,NA,NA,NA,NA,NA
2022-01-11,NA,NA,NA,NA,NA,NA
2022-01-12,NA,NA,NA,NA,NA,NA
2022-01-13,NA,NA,NA,NA,NA,NA
2022-01-14,NA,NA,NA,NA,NA,NA
2022-01-15,NA,NA,NA,NA,NA,NA
2022-01-16,NA,NA,NA,NA,NA,NA
2022-01-17,NA,NA,NA,NA,NA,NA
2022-01-18,NA,NA,NA,NA,NA,NA
2022-01-19,NA,NA,NA,NA,NA,NA
2022-01-20,NA,NA,NA,NA,NA,NA
2022-01-21,NA,NA,NA,NA,NA,NA
2022-01-22,NA,NA,NA,NA,NA,NA
2022-01-23,NA,NA,NA,NA,NA,NA
2022-01-24,NA,NA,NA,NA,NA,NA
2022-01-25,NA,NA,NA,NA,NA,NA
2022-01-26,NA,NA,NA,NA,NA,NA
2022-01-27,NA,NA,NA,NA,NA,NA
2022-01-28,NA,NA,NA,NA,NA,NA
2022-01-29,NA,NA,NA,NA,NA,NA
2022-01-30,NA,NA,NA,NA,NA,NA
2022-01-31,NA,NA,NA,NA,NA,NA
2022-02-01,NA,NA,NA,NA,NA,NA
2022-02-02,NA,NA,NA,NA,NA,NA
2022-02-03,NA,NA,NA,NA,NA,NA
2022-02-04,NA,NA,NA,NA,NA,NA
2022-02-05,NA,NA,NA,NA,NA,NA
2022-02-06,NA,NA,NA,NA,NA,NA
2022-02-07,NA,NA,NA,NA,NA,NA
2022-02-08,NA,NA,NA,NA,NA,NA
2022-02-09,NA,NA,NA,NA,NA,NA
2022-02-10,NA,NA,NA,NA,NA,NA
2022-02-11,NA,NA,NA,NA,NA,NA
2022-02-12,NA,NA,NA,NA,NA,NA
2022-02-13,NA,NA,NA,NA,NA,NA
2022-02-14,NA,NA,NA,NA,NA,NA
2022-02-15,NA,NA,NA,NA,NA,NA
2022-02-16,NA,NA,NA,NA,NA,NA
2022-02-17,NA,NA,NA,NA,NA,NA
2022-02-18,NA,NA,NA,NA,NA,NA
2022-02-19,NA,NA,NA,NA,NA,NA
2022-02-20,NA,NA,NA,NA,NA,NA
2022-02-21,NA,NA,NA,NA,NA,NA
2022-02-22,NA,NA,NA,NA,NA,NA
2022-02-23,NA,NA,NA,NA,NA,NA
2022-02-24,NA,NA,NA,NA,NA,NA
2022-02-25,NA,NA,NA,NA,NA,NA
2022-02-26,NA,NA,NA,NA,NA,NA
2022-02-27,NA,NA,NA,NA,NA,NA
2022-02-28,NA,NA,NA,NA,NA,NA
2022-03-01,NA,NA,NA,NA,NA,NA
2022-03-02,NA,NA,NA,NA,NA,NA
2022-03-03,NA,NA,NA,NA,NA,NA
2022-03-04,NA,NA,NA,NA,NA,NA
2022-03-05,NA,NA,NA,NA,NA,NA
2022-03-06,NA,NA,NA,NA,NA,NA
2022-03-07,NA,NA,NA,NA,NA,NA
2022-03-08,NA,NA,NA,NA,NA,NA
2022-03-09,NA,NA,NA,NA,NA,NA
2022-03-10,NA,NA,NA,NA,NA,NA
2022-03-11,NA,NA,NA,NA,NA,NA
2022-03-12,NA,NA,NA,NA,NA,NA
2022-03-13,NA,NA,NA,NA,NA,NA
2022-03-14,NA,NA,NA,NA,NA,NA
2022-03-15,NA,NA,NA,NA,NA,NA
2022-03-16,NA,NA,NA,NA,NA,NA
2022-03-17,NA,NA,NA,NA,NA,NA
2022-03-18,NA,NA,NA,NA,NA,NA
2022-03-19,NA,NA,NA,NA,NA,NA
2022-03-20,NA,NA,NA,NA,NA,NA
2022-03-21,NA,NA,NA,NA,NA,NA
2022-03-22,NA,NA,NA,NA,NA,NA
2022-03-23,NA,NA,NA,NA,NA,NA
2022-03-24,NA,NA,NA,NA,NA,NA
2022-03-25,NA,NA,NA,NA,NA,NA
2022-03-26,NA,NA,NA,NA,NA,NA
2022-03-27,NA,NA,NA,NA,NA,NA
2022-03-28,NA,NA,NA,NA,NA,NA
2022-03-29,NA,NA,NA,NA,NA,NA
2022-03-30,NA,NA,NA,NA,NA,NA
2022-03-31,NA,NA,NA,NA,NA,NA
2022-04-01,NA,NA,NA,NA,NA,NA
2022-04-02,NA,NA,NA,NA,NA,NA
2022-04-03,NA,NA,NA,NA,NA,NA
2022-04-04,NA,NA,NA,NA,NA,NA
2022-04-05,NA,NA,NA,NA,NA,NA
2022-04-06,NA,NA,NA,NA,NA,NA
2022-04-07,NA,NA,NA,NA,NA,NA
2022-04-08,NA,NA,NA,NA,NA,NA
2022-04-09,NA,NA,NA,NA,NA,NA
2022-04-10,NA,NA,NA,NA,NA,NA
2022-04-11,NA,NA,NA,NA,NA,NA
2022-04-12,NA,NA,NA,NA,NA,NA
2022-04-13,NA,NA,NA,NA,NA,NA
2022-04-14,NA,NA,NA,NA,NA,NA
2022-04-15,NA,NA,NA,NA,NA,NA
2022-04-16,NA,NA,NA,NA,NA,NA
2022-04-17,NA,NA,NA,NA,NA,NA
2022-04-18,NA,NA,NA,NA,NA,NA
2022-04-19,NA,NA,NA,NA,NA,NA
2022-04-20,NA,NA,NA,NA,NA,NA
2022-04-21,NA,NA,NA,NA,NA,NA
2022-04-22,NA,NA,NA,NA,NA,NA
2022-04-23,NA,NA,NA,NA,NA,NA
2022-04-24,NA,NA,NA,NA,NA,NA
2022-04-25,NA,NA,NA,NA,NA,NA
2022-04-26,NA,NA,NA,NA,NA,NA
2022-04-27,NA,NA,NA,NA,NA,NA
2022-04-28,NA,NA,NA,NA,NA,NA
2022-04-29,NA,NA,NA,NA,NA,NA
2022-04-30,NA,NA,NA,NA,NA,NA
2022-05-01,NA,NA,NA,NA,NA,NA
2022-05-02,NA,NA,NA,NA,NA,NA
2022-05-03,NA,NA,NA,NA,NA,NA
2022-05-04,NA,NA,NA,NA,NA,NA
2022-05-05,NA,NA,NA,NA,NA,NA
2022-05-06,NA,NA,NA,NA,NA,NA
2022-05-07,NA,NA,NA,NA,NA,NA
2022-05-08,NA,NA,NA,NA,NA,NA
2022-05-09,NA,NA,NA,NA,NA,NA
2022-05-10,NA,NA,NA,NA,NA,NA
2022-05-11,NA,NA,NA,NA,NA,NA
2022-05-12,NA,NA,NA,NA,NA,NA
2022-05-13,NA,NA,NA,NA,NA,NA
2022-05-14,NA,NA,NA,NA,NA,NA
2022-05-15,NA,NA,NA,NA,NA,NA
2022-05-16,NA,NA,NA,NA,NA,NA
2022-05-17,NA,NA,NA,NA,NA,NA
2022-05-18,NA,NA,NA,NA,NA,NA
2022-05-19,NA,NA,NA,NA,NA,NA
2022-05-20,NA,NA,NA,NA,NA,NA
2022-05-21,NA,NA,NA,NA,NA,NA
2022-05-22,NA,NA,NA,NA,NA,NA
2022-05-23,NA,NA,NA,NA,NA,NA
2022-05-24,NA,NA,NA,NA,NA,NA
2022-05-25,NA,NA,NA,NA,NA,NA
2022-05-26,NA,NA,NA,NA,NA,NA
2022-05-27,NA,NA,NA,NA,NA,NA
2022-05-28,NA,NA,NA,NA,NA,NA
2022-05-29,NA,NA,NA,NA,NA,NA
2022-05-30,NA,NA,NA,NA,NA,NA
2022-05-31,NA,NA,NA,NA,NA,NA
2022-06-01,NA,NA,NA,NA,NA,NA
2022-06-02,NA,NA,NA,NA,NA,NA
2022-06-03,NA,NA,NA,NA,NA,NA
2022-06-04,NA,NA,NA,NA,NA,NA
2022-06-05,NA,NA,NA,NA,NA,NA
2022-06-06,NA,NA,NA,NA,NA,NA
2022-06-07,NA,NA,NA,NA,NA,NA
2022-06-08,NA,NA,NA,NA,NA,NA
2022-06-09,NA,NA,NA,NA,NA,NA
2022-06-10,NA,NA,NA,NA,NA,NA
2022-06-11,NA,NA,NA,NA,NA,NA
2022-06-12,NA,NA,NA,NA,NA,NA
2022-06-13,NA,NA,NA,NA,NA,NA
2022-06-14,NA,NA,NA,NA,NA,NA
2022-06-15,NA,NA,NA,NA,NA,NA
2022-06-16,NA,NA,NA,NA,NA,NA
2022-06-17,NA,NA,NA,NA,NA,NA
2022-06-18,NA,NA,NA,NA,NA,NA
2022-06-19,NA,NA,NA,NA,NA,NA
2022-06-20,NA,NA,NA,NA,NA,NA
2022-06-21,NA,NA,NA,NA,NA,NA
2022-06-22,NA,NA,NA,NA,NA,NA
2022-06-23,NA,NA,NA,NA,NA,NA
2022-06-24,NA,NA,NA,NA,NA,NA
2022-06-25,NA,NA,NA,NA,NA,NA
2022-06-26,NA,NA,NA,NA,NA,NA
2022-06-27,NA,NA,NA,NA,NA,NA
2022-06-28,NA,NA,NA,NA,NA,NA
2022-06-29,NA,NA,NA,NA,NA,NA
2022-06-30,NA,NA,NA,NA,NA,NA
2022-07-01,21.5,12.9,17.2,0,NA,NA
2022-07-02,22.4,9.2,15.8,0,NA,NA
2022-07-03,25.2,10.5,17.9,0,NA,NA
2022-07-04,23.7,15.4,19.6,0,NA,NA
2022-07-05,21,13.4,17.2,0,NA,NA
2022-07-06,23.5,13,18.3,2.9,NA,NA
2022-07-07,18.2,11.6,14.9,9.8,NA,NA
2022-07-08,19.9,10,14.9,0.9,NA,NA
2022-07-09,18.5,9.4,13.9,0.7,NA,NA
2022-07-10,17.2,9.3,13.2,0.3,NA,NA
2022-07-11,18.1,12.5,15.3,1,NA,NA
2022-07-12,18.3,9.1,13.7,0,NA,NA
2022-07-13,17.9,10.6,14.2,0,NA,NA
2022-07-14,17,9.6,13.3,3.5,NA,NA
2022-07-15,20.8,12,16.4,7.3,NA,NA
2022-07-16,19.5,9.7,14.6,2.3,NA,NA
2022-07-17,22.1,10.9,16.5,0,NA,NA
2022-07-18,20.1,14.5,17.3,0,NA,NA
2022-07-19,19.2,13.5,16.4,0,NA,NA
2022-07-20,23.6,6.8,15.2,0,NA,NA
2022-07-21,23.5,12.5,18,0,NA,NA
2022-07-22,23.5,8.4,15.9,0,NA,NA
2022-07-23,24.4,10.3,17.4,0,NA,NA
2022-07-24,19.9,14.3,17.1,0.1,NA,NA
2022-07-25,24,15.2,19.6,0,NA,NA
2022-07-26,28.2,11.9,20,0,NA,NA
2022-07-27,31.2,13.6,22.4,0,NA,NA
2022-07-28,30.7,14,22.4,0,NA,NA
