Date,Tmax_C,Tmin_C,Tmean_C,Total_Precip_mm,Rain_mm,Snow_cm
1962-01-01,NA,NA,NA,NA,NA,NA
1962-01-02,NA,NA,NA,NA,NA,NA
1962-01-03,NA,NA,NA,NA,NA,NA
1962-01-04,NA,NA,NA,NA,NA,NA
1962-01-05,NA,NA,NA,NA,NA,NA
1962-01-06,NA,NA,NA,NA,NA,NA
1962-01-07,NA,NA,NA,NA,NA,NA
1962-01-08,NA,NA,NA,NA,NA,NA
1962-01-09,NA,NA,NA,NA,NA,NA
1962-01-10,NA,NA,NA,NA,NA,NA
1962-01-11,NA,NA,NA,NA,NA,NA
1962-01-12,NA,NA,NA,NA,NA,NA
1962-01-13,NA,NA,NA,NA,NA,NA
1962-01-14,NA,NA,NA,NA,NA,NA
1962-01-15,NA,NA,NA,NA,NA,NA
1962-01-16,NA,NA,NA,NA,NA,NA
1962-01-17,NA,NA,NA,NA,NA,NA
1962-01-18,NA,NA,NA,NA,NA,NA
1962-01-19,NA,NA,NA,NA,NA,NA
1962-01-20,NA,NA,NA,NA,NA,NA
1962-01-21,NA,NA,NA,NA,NA,NA
1962-01-22,NA,NA,NA,NA,NA,NA
1962-01-23,NA,NA,NA,NA,NA,NA
1962-01-24,NA,NA,NA,NA,NA,NA
1962-01-25,NA,NA,NA,NA,NA,NA
1962-01-26,NA,NA,NA,NA,NA,NA
1962-01-27,NA,NA,NA,NA,NA,NA
1962-01-28,NA,NA,NA,NA,NA,NA
1962-01-29,NA,NA,NA,NA,NA,NA
1962-01-30,NA,NA,NA,NA,NA,NA
1962-01-31,NA,NA,NA,NA,NA,NA
1962-02-01,NA,NA,NA,NA,NA,NA
1962-02-02,NA,NA,NA,NA,NA,NA
1962-02-03,NA,NA,NA,NA,NA,NA
1962-02-04,NA,NA,NA,NA,NA,NA
1962-02-05,NA,NA,NA,NA,NA,NA
1962-02-06,NA,NA,NA,NA,NA,NA
1962-02-07,NA,NA,NA,NA,NA,NA
1962-02-08,NA,NA,NA,NA,NA,NA
1962-02-09,NA,NA,NA,NA,NA,NA
1962-02-10,NA,NA,NA,NA,NA,NA
1962-02-11,NA,NA,NA,NA,NA,NA
1962-02-12,NA,NA,NA,NA,NA,NA
1962-02-13,NA,NA,NA,NA,NA,NA
1962-02-14,NA,NA,NA,NA,NA,NA
1962-02-15,NA,NA,NA,NA,NA,NA
1962-02-16,NA,NA,NA,NA,NA,NA
1962-02-17,NA,NA,NA,NA,NA,NA
1962-02-18,NA,NA,NA,NA,NA,NA
1962-02-19,NA,NA,NA,NA,NA,NA
1962-02-20,NA,NA,NA,NA,NA,NA
1962-02-21,NA,NA,NA,NA,NA,NA
1962-02-22,NA,NA,NA,NA,NA,NA
1962-02-23,NA,NA,NA,NA,NA,NA
1962-02-24,NA,NA,NA,NA,NA,NA
1962-02-25,NA,NA,NA,NA,NA,NA
1962-02-26,NA,NA,NA,NA,NA,NA
1962-02-27,NA,NA,NA,NA,NA,NA
1962-02-28,NA,NA,NA,NA,NA,NA
1962-03-01,NA,NA,NA,NA,NA,NA
1962-03-02,NA,NA,NA,NA,NA,NA
1962-03-03,NA,NA,NA,NA,NA,NA
1962-03-04,NA,NA,NA,NA,NA,NA
1962-03-05,NA,NA,NA,NA,NA,NA
1962-03-06,NA,NA,NA,NA,NA,NA
1962-03-07,NA,NA,NA,NA,NA,NA
1962-03-08,NA,NA,NA,NA,NA,NA
1962-03-09,NA,NA,NA,NA,NA,NA
1962-03-10,NA,NA,NA,NA,NA,NA
1962-03-11,NA,NA,NA,NA,NA,NA
1962-03-12,NA,NA,NA,NA,NA,NA
1962-03-13,NA,NA,NA,NA,NA,NA
1962-03-14,NA,NA,NA,NA,NA,NA
1962-03-15,NA,NA,NA,NA,NA,NA
1962-03-16,NA,NA,NA,NA,NA,NA
1962-03-17,NA,NA,NA,NA,NA,NA
1962-03-18,NA,NA,NA,NA,NA,NA
1962-03-19,NA,NA,NA,NA,NA,NA
1962-03-20,NA,NA,NA,NA,NA,NA
1962-03-21,NA,NA,NA,NA,NA,NA
1962-03-22,NA,NA,NA,NA,NA,NA
1962-03-23,NA,NA,NA,NA,NA,NA
1962-03-24,NA,NA,NA,NA,NA,NA
1962-03-25,NA,NA,NA,NA,NA,NA
1962-03-26,NA,NA,NA,NA,NA,NA
1962-03-27,NA,NA,NA,NA,NA,NA
1962-03-28,NA,NA,NA,NA,NA,NA
1962-03-29,NA,NA,NA,NA,NA,NA
1962-03-30,NA,NA,NA,NA,NA,NA
1962-03-31,NA,NA,NA,NA,NA,NA
1962-04-01,NA,NA,NA,NA,NA,NA
1962-04-02,NA,NA,NA,NA,NA,NA
1962-04-03,NA,NA,NA,NA,NA,NA
1962-04-04,NA,NA,NA,NA,NA,NA
1962-04-05,NA,NA,NA,NA,NA,NA
1962-04-06,NA,NA,NA,NA,NA,NA
1962-04-07,NA,NA,NA,NA,NA,NA
1962-04-08,NA,NA,NA,NA,NA,NA
1962-04-09,NA,NA,NA,NA,NA,NA
1962-04-10,NA,NA,NA,NA,NA,NA
1962-04-11,NA,NA,NA,NA,NA,NA
1962-04-12,NA,NA,NA,NA,NA,NA
1962-04-13,NA,NA,NA,NA,NA,NA
1962-04-14,NA,NA,NA,NA,NA,NA
1962-04-15,NA,NA,NA,NA,NA,NA
1962-04-16,NA,NA,NA,NA,NA,NA
1962-04-17,NA,NA,NA,NA,NA,NA
1962-04-18,NA,NA,NA,NA,NA,NA
1962-04-19,NA,NA,NA,NA,NA,NA
1962-04-20,NA,NA,NA,NA,NA,NA
1962-04-21,NA,NA,NA,NA,NA,NA
1962-04-22,NA,NA,NA,NA,NA,NA
1962-04-23,NA,NA,NA,NA,NA,NA
1962-04-24,NA,NA,NA,NA,NA,NA
1962-04-25,NA,NA,NA,NA,NA,NA
1962-04-26,NA,NA,NA,NA,NA,NA
1962-04-27,NA,NA,NA,NA,NA,NA
1962-04-28,NA,NA,NA,NA,NA,NA
1962-04-29,NA,NA,NA,NA,NA,NA
1962-04-30,NA,NA,NA,NA,NA,NA
1962-05-01,NA,NA,NA,NA,NA,NA
1962-05-02,NA,NA,NA,NA,NA,NA
1962-05-03,NA,NA,NA,NA,NA,NA
1962-05-04,NA,NA,NA,NA,NA,NA
1962-05-05,NA,NA,NA,NA,NA,NA
1962-05-06,NA,NA,NA,NA,NA,NA
1962-05-07,NA,NA,NA,NA,NA,NA
1962-05-08,NA,NA,NA,NA,NA,NA
1962-05-09,NA,NA,NA,NA,NA,NA
1962-05-10,NA,NA,NA,NA,NA,NA
1962-05-11,NA,NA,NA,NA,NA,NA
1962-05-12,NA,NA,NA,NA,NA,NA
1962-05-13,NA,NA,NA,NA,NA,NA
1962-05-14,NA,NA,NA,NA,NA,NA
1962-05-15,NA,NA,NA,NA,NA,NA
1962-05-16,NA,NA,NA,NA,NA,NA
1962-05-17,NA,NA,NA,NA,NA,NA
1962-05-18,NA,NA,NA,NA,NA,NA
1962-05-19,NA,NA,NA,NA,NA,NA
1962-05-20,NA,NA,NA,NA,NA,NA
1962-05-21,NA,NA,NA,NA,NA,NA
1962-05-22,NA,NA,NA,NA,NA,NA
1962-05-23,NA,NA,NA,NA,NA,NA
1962-05-24,NA,NA,NA,NA,NA,NA
1962-05-25,NA,NA,NA,NA,NA,NA
1962-05-26,NA,NA,NA,NA,NA,NA
1962-05-27,NA,NA,NA,NA,NA,NA
1962-05-28,NA,NA,NA,NA,NA,NA
1962-05-29,NA,NA,NA,NA,NA,NA
1962-05-30,NA,NA,NA,NA,NA,NA
1962-05-31,NA,NA,NA,NA,NA,NA
1962-06-01,NA,NA,NA,NA,NA,NA
1962-06-02,NA,NA,NA,NA,NA,NA
1962-06-03,NA,NA,NA,NA,NA,NA
1962-06-04,NA,NA,NA,NA,NA,NA
1962-06-05,NA,NA,NA,NA,NA,NA
1962-06-06,NA,NA,NA,NA,NA,NA
1962-06-07,NA,NA,NA,NA,NA,NA
1962-06-08,NA,NA,NA,NA,NA,NA
1962-06-09,NA,NA,NA,NA,NA,NA
