,,SW.Daily,Grade Code
Start of Interval (UTC),End of Interval (UTC),Average (mm),
23/11/2006 00:00,24/11/2006 00:00,323.088,-1
24/11/2006 00:00,25/11/2006 00:00,323.088,-1
25/11/2006 00:00,26/11/2006 00:00,325.12,-1
26/11/2006 00:00,27/11/2006 00:00,329.184,-1
27/11/2006 00:00,28/11/2006 00:00,329.184,-1
28/11/2006 00:00,29/11/2006 00:00,334.264,-1
29/11/2006 00:00,30/11/2006 00:00,343.408,-1
30/11/2006 00:00,01/12/2006 00:00,341.376,-1
01/12/2006 00:00,02/12/2006 00:00,342.392,-1
02/12/2006 00:00,03/12/2006 00:00,345.44,-1
03/12/2006 00:00,04/12/2006 00:00,350.52,-1
04/12/2006 00:00,05/12/2006 00:00,356.616,-1
05/12/2006 00:00,06/12/2006 00:00,359.664,-1
06/12/2006 00:00,07/12/2006 00:00,367.792,-1
07/12/2006 00:00,08/12/2006 00:00,370.84,-1
08/12/2006 00:00,09/12/2006 00:00,372.872,-1
09/12/2006 00:00,10/12/2006 00:00,383.032,-1
10/12/2006 00:00,11/12/2006 00:00,390.0158711,-1
11/12/2006 00:00,12/12/2006 00:00,402.0797422,-1
12/12/2006 00:00,13/12/2006 00:00,418.592,-1
13/12/2006 00:00,14/12/2006 00:00,430.784,-1
14/12/2006 00:00,15/12/2006 00:00,439.928,-1
15/12/2006 00:00,16/12/2006 00:00,442.976,-1
16/12/2006 00:00,17/12/2006 00:00,446.024,-1
17/12/2006 00:00,18/12/2006 00:00,451.104,-1
18/12/2006 00:00,19/12/2006 00:00,462.1515889,-1
19/12/2006 00:00,20/12/2006 00:00,474.2151778,-1
20/12/2006 00:00,21/12/2006 00:00,476.504,-1
21/12/2006 00:00,22/12/2006 00:00,476.504,-1
22/12/2006 00:00,23/12/2006 00:00,483.616,-1
23/12/2006 00:00,24/12/2006 00:00,487.68,-1
24/12/2006 00:00,25/12/2006 00:00,497.84,-1
25/12/2006 00:00,26/12/2006 00:00,494.792,-1
26/12/2006 00:00,27/12/2006 00:00,494.792,-1
27/12/2006 00:00,28/12/2006 00:00,492.76,-1
28/12/2006 00:00,29/12/2006 00:00,497.84,-1
29/12/2006 00:00,30/12/2006 00:00,500.7595889,-1
30/12/2006 00:00,31/12/2006 00:00,504.7390921,-1
31/12/2006 00:00,01/01/2007 00:00,NaN,-2
01/01/2007 00:00,02/01/2007 00:00,NaN,-2
02/01/2007 00:00,03/01/2007 00:00,NaN,-2
03/01/2007 00:00,04/01/2007 00:00,NaN,-2
04/01/2007 00:00,05/01/2007 00:00,532.384,-1
05/01/2007 00:00,06/01/2007 00:00,549.656,-1
06/01/2007 00:00,07/01/2007 00:00,552.704,-1
07/01/2007 00:00,08/01/2007 00:00,561.5911778,-1
08/01/2007 00:00,09/01/2007 00:00,582.6703556,-1
09/01/2007 00:00,10/01/2007 00:00,597.408,-1
10/01/2007 00:00,11/01/2007 00:00,599.44,-1
11/01/2007 00:00,12/01/2007 00:00,603.504,-1
12/01/2007 00:00,13/01/2007 00:00,603.504,-1
13/01/2007 00:00,14/01/2007 00:00,604.52,-1
14/01/2007 00:00,15/01/2007 00:00,608.584,-1
15/01/2007 00:00,16/01/2007 00:00,612.648,-1
16/01/2007 00:00,17/01/2007 00:00,612.7764111,-1
17/01/2007 00:00,18/01/2007 00:00,616.9688222,-1
18/01/2007 00:00,19/01/2007 00:00,627.888,-1
19/01/2007 00:00,20/01/2007 00:00,630.936,-1
20/01/2007 00:00,21/01/2007 00:00,630.8075889,-1
21/01/2007 00:00,22/01/2007 00:00,642.8711778,-1
22/01/2007 00:00,23/01/2007 00:00,645.16,-1
23/01/2007 00:00,24/01/2007 00:00,650.24,-1
24/01/2007 00:00,25/01/2007 00:00,651.256,-1
25/01/2007 00:00,26/01/2007 00:00,650.24,-1
26/01/2007 00:00,27/01/2007 00:00,652.4004111,-1
27/01/2007 00:00,28/01/2007 00:00,653.5448222,-1
28/01/2007 00:00,29/01/2007 00:00,655.1915889,-1
29/01/2007 00:00,30/01/2007 00:00,655.9507667,-1
30/01/2007 00:00,31/01/2007 00:00,656.0791778,-1
31/01/2007 00:00,01/02/2007 00:00,654.304,-1
01/02/2007 00:00,02/02/2007 00:00,658.368,-1
02/02/2007 00:00,03/02/2007 00:00,659.384,-1
03/02/2007 00:00,04/02/2007 00:00,662.432,-1
04/02/2007 00:00,05/02/2007 00:00,664.464,-1
05/02/2007 00:00,06/02/2007 00:00,668.528,-1
06/02/2007 00:00,07/02/2007 00:00,677.672,-1
07/02/2007 00:00,08/02/2007 00:00,678.688,-1
08/02/2007 00:00,09/02/2007 00:00,679.704,-1
09/02/2007 00:00,10/02/2007 00:00,687.832,-1
10/02/2007 00:00,11/02/2007 00:00,690.88,-1
11/02/2007 00:00,12/02/2007 00:00,687.832,-1
12/02/2007 00:00,13/02/2007 00:00,686.816,-1
13/02/2007 00:00,14/02/2007 00:00,690.88,-1
14/02/2007 00:00,15/02/2007 00:00,696.976,-1
15/02/2007 00:00,16/02/2007 00:00,699.8955889,-1
16/02/2007 00:00,17/02/2007 00:00,706.8791778,-1
17/02/2007 00:00,18/02/2007 00:00,723.392,-1
18/02/2007 00:00,19/02/2007 00:00,727.456,-1
19/02/2007 00:00,20/02/2007 00:00,738.632,-1
20/02/2007 00:00,21/02/2007 00:00,727.456,-1
21/02/2007 00:00,22/02/2007 00:00,729.488,-1
22/02/2007 00:00,23/02/2007 00:00,734.568,-1
23/02/2007 00:00,24/02/2007 00:00,733.552,-1
24/02/2007 00:00,25/02/2007 00:00,743.712,-1
25/02/2007 00:00,26/02/2007 00:00,741.68,-1
26/02/2007 00:00,27/02/2007 00:00,739.648,-1
27/02/2007 00:00,28/02/2007 00:00,741.68,-1
28/02/2007 00:00,01/03/2007 00:00,736.7284111,-1
01/03/2007 00:00,02/03/2007 00:00,737.8728222,-1
02/03/2007 00:00,03/03/2007 00:00,738.5035889,-1
03/03/2007 00:00,04/03/2007 00:00,734.3111778,-1
04/03/2007 00:00,05/03/2007 00:00,746.76,-1
05/03/2007 00:00,06/03/2007 00:00,749.9366933,-1
06/03/2007 00:00,07/03/2007 00:00,758.1933867,-1
07/03/2007 00:00,08/03/2007 00:00,763.016,-1
08/03/2007 00:00,09/03/2007 00:00,766.064,-1
09/03/2007 00:00,10/03/2007 00:00,775.208,-1
10/03/2007 00:00,11/03/2007 00:00,791.464,-1
11/03/2007 00:00,12/03/2007 00:00,793.3673067,-1
12/03/2007 00:00,13/03/2007 00:00,793.2386133,-1
13/03/2007 00:00,14/03/2007 00:00,797.56,-1
14/03/2007 00:00,15/03/2007 00:00,793.3673067,-1
15/03/2007 00:00,16/03/2007 00:00,807.4626133,-1
16/03/2007 00:00,17/03/2007 00:00,818.0086933,-1
17/03/2007 00:00,18/03/2007 00:00,817.1213867,-1
18/03/2007 00:00,19/03/2007 00:00,830.2006933,-1
19/03/2007 00:00,20/03/2007 00:00,836.4253867,-1
20/03/2007 00:00,21/03/2007 00:00,824.992,-1
21/03/2007 00:00,22/03/2007 00:00,836.0393067,-1
22/03/2007 00:00,23/03/2007 00:00,841.1193067,-1
23/03/2007 00:00,24/03/2007 00:00,850.6493867,-1
24/03/2007 00:00,25/03/2007 00:00,850.392,-1
25/03/2007 00:00,26/03/2007 00:00,842.264,-1
26/03/2007 00:00,27/03/2007 00:00,848.36,-1
27/03/2007 00:00,28/03/2007 00:00,848.36,-1
28/03/2007 00:00,29/03/2007 00:00,857.504,-1
29/03/2007 00:00,30/03/2007 00:00,858.52,-1
30/03/2007 00:00,31/03/2007 00:00,860.552,-1
31/03/2007 00:00,01/04/2007 00:00,869.696,-1
01/04/2007 00:00,02/04/2007 00:00,871.728,-1
02/04/2007 00:00,03/04/2007 00:00,874.776,-1
03/04/2007 00:00,04/04/2007 00:00,881.888,-1
04/04/2007 00:00,05/04/2007 00:00,884.8073067,-1
05/04/2007 00:00,06/04/2007 00:00,888.7426133,-1
06/04/2007 00:00,07/04/2007 00:00,893.064,-1
07/04/2007 00:00,08/04/2007 00:00,894.08,-1
08/04/2007 00:00,09/04/2007 00:00,893.064,-1
09/04/2007 00:00,10/04/2007 00:00,882.7753067,-1
10/04/2007 00:00,11/04/2007 00:00,879.5986133,-1
11/04/2007 00:00,12/04/2007 00:00,887.984,-1
12/04/2007 00:00,13/04/2007 00:00,889,-1
13/04/2007 00:00,14/04/2007 00:00,892.048,-1
14/04/2007 00:00,15/04/2007 00:00,877.6953067,-1
15/04/2007 00:00,16/04/2007 00:00,881.6306133,-1
16/04/2007 00:00,17/04/2007 00:00,885.952,-1
17/04/2007 00:00,18/04/2007 00:00,879.856,-1
18/04/2007 00:00,19/04/2007 00:00,884.936,-1
19/04/2007 00:00,20/04/2007 00:00,892.048,-1
20/04/2007 00:00,21/04/2007 00:00,904.24,-1
21/04/2007 00:00,22/04/2007 00:00,905.256,-1
22/04/2007 00:00,23/04/2007 00:00,902.0793067,-1
23/04/2007 00:00,24/04/2007 00:00,908.0466133,-1
24/04/2007 00:00,25/04/2007 00:00,911.352,-1
25/04/2007 00:00,26/04/2007 00:00,916.5609756,-1
26/04/2007 00:00,27/04/2007 00:00,915.6739511,-1
27/04/2007 00:00,28/04/2007 00:00,913.384,-1
28/04/2007 00:00,29/04/2007 00:00,906.4009756,-1
29/04/2007 00:00,30/04/2007 00:00,911.6099511,-1
30/04/2007 00:00,01/05/2007 00:00,917.448,-1
01/05/2007 00:00,02/05/2007 00:00,919.48,-1
02/05/2007 00:00,03/05/2007 00:00,922.528,-1
03/05/2007 00:00,04/05/2007 00:00,921.512,-1
04/05/2007 00:00,05/05/2007 00:00,923.544,-1
05/05/2007 00:00,06/05/2007 00:00,923.544,-1
06/05/2007 00:00,07/05/2007 00:00,930.656,-1
07/05/2007 00:00,08/05/2007 00:00,947.928,-1
08/05/2007 00:00,09/05/2007 00:00,952.8790244,-1
09/05/2007 00:00,10/05/2007 00:00,951.7340489,-1
10/05/2007 00:00,11/05/2007 00:00,954.024,-1
11/05/2007 00:00,12/05/2007 00:00,953.008,-1
12/05/2007 00:00,13/05/2007 00:00,948.944,-1
13/05/2007 00:00,14/05/2007 00:00,945.7670244,-1
14/05/2007 00:00,15/05/2007 00:00,950.7180489,-1
15/05/2007 00:00,16/05/2007 00:00,953.008,-1
16/05/2007 00:00,17/05/2007 00:00,941.832,-1
17/05/2007 00:00,18/05/2007 00:00,936.752,-1
18/05/2007 00:00,19/05/2007 00:00,939.6710244,-1
19/05/2007 00:00,20/05/2007 00:00,938.5260489,-1
20/05/2007 00:00,21/05/2007 00:00,927.7369756,-1
21/05/2007 00:00,22/05/2007 00:00,913.6419511,-1
22/05/2007 00:00,23/05/2007 00:00,900.3049756,-1
23/05/2007 00:00,24/05/2007 00:00,885.3229267,-1
24/05/2007 00:00,25/05/2007 00:00,868.0509267,-1
25/05/2007 00:00,26/05/2007 00:00,846.5859511,-1
26/05/2007 00:00,27/05/2007 00:00,824.992,-1
27/05/2007 00:00,28/05/2007 00:00,804.672,-1
28/05/2007 00:00,29/05/2007 00:00,786.5129756,-1
29/05/2007 00:00,30/05/2007 00:00,768.3539511,-1
30/05/2007 00:00,31/05/2007 00:00,750.9529756,-1
31/05/2007 00:00,01/06/2007 00:00,733.9389267,-1
01/06/2007 00:00,02/06/2007 00:00,707.5229267,-1
02/06/2007 00:00,03/06/2007 00:00,671.9629267,-1
03/06/2007 00:00,04/06/2007 00:00,636.4032089,-1
04/06/2007 00:00,05/06/2007 00:00,598.8117733,-1
05/06/2007 00:00,06/06/2007 00:00,563.1225156,-1
06/06/2007 00:00,07/06/2007 00:00,526.4172578,-1
07/06/2007 00:00,08/06/2007 00:00,497.2117733,-1
08/06/2007 00:00,09/06/2007 00:00,471.6825156,-1
09/06/2007 00:00,10/06/2007 00:00,450.088,-1
10/06/2007 00:00,11/06/2007 00:00,431.9292578,-1
11/06/2007 00:00,12/06/2007 00:00,417.8345156,-1
12/06/2007 00:00,13/06/2007 00:00,397.3852578,-1
13/06/2007 00:00,14/06/2007 00:00,369.1957733,-1
14/06/2007 00:00,15/06/2007 00:00,332.6197733,-1
15/06/2007 00:00,16/06/2007 00:00,297.0597733,-1
16/06/2007 00:00,17/06/2007 00:00,260.6130311,-1
17/06/2007 00:00,18/06/2007 00:00,221.1182889,-1
18/06/2007 00:00,19/06/2007 00:00,194.4437733,-1
19/06/2007 00:00,20/06/2007 00:00,176.2850311,-1
20/06/2007 00:00,21/06/2007 00:00,139.9675467,-1
21/06/2007 00:00,22/06/2007 00:00,101.1010311,-1
22/06/2007 00:00,23/06/2007 00:00,77.216,-1
23/06/2007 00:00,24/06/2007 00:00,47.752,-1
24/06/2007 00:00,25/06/2007 00:00,29.464,-1
25/06/2007 00:00,26/06/2007 00:00,19.304,-1
26/06/2007 00:00,27/06/2007 00:00,13.208,-1
27/06/2007 00:00,28/06/2007 00:00,7.998742222,-1
28/06/2007 00:00,29/06/2007 00:00,4.821484444,-1
29/06/2007 00:00,30/06/2007 00:00,3.048,-1
30/06/2007 00:00,01/07/2007 00:00,3.048,-1
01/07/2007 00:00,02/07/2007 00:00,3.048,-1
02/07/2007 00:00,03/07/2007 00:00,3.048,-1
03/07/2007 00:00,04/07/2007 00:00,3.048,-1
04/07/2007 00:00,05/07/2007 00:00,3.048,-1
05/07/2007 00:00,06/07/2007 00:00,3.048,-1
06/07/2007 00:00,07/07/2007 00:00,3.048,-1
07/07/2007 00:00,08/07/2007 00:00,3.048,-1
08/07/2007 00:00,09/07/2007 00:00,3.048,-1
09/07/2007 00:00,10/07/2007 00:00,4.064,-1
10/07/2007 00:00,11/07/2007 00:00,6.096,-1
11/07/2007 00:00,12/07/2007 00:00,6.096,-1
12/07/2007 00:00,13/07/2007 00:00,6.096,-1
13/07/2007 00:00,14/07/2007 00:00,5.08,-1
14/07/2007 00:00,15/07/2007 00:00,3.048,-1
15/07/2007 00:00,16/07/2007 00:00,3.048,-1
16/07/2007 00:00,17/07/2007 00:00,3.048,-1
17/07/2007 00:00,18/07/2007 00:00,3.048,-1
18/07/2007 00:00,19/07/2007 00:00,2.032,-1
19/07/2007 00:00,20/07/2007 00:00,1.016,-1
20/07/2007 00:00,21/07/2007 00:00,3.048,-1
21/07/2007 00:00,22/07/2007 00:00,3.048,-1
22/07/2007 00:00,23/07/2007 00:00,2.91846,-1
23/07/2007 00:00,24/07/2007 00:00,2.78892,-1
24/07/2007 00:00,25/07/2007 00:00,3.048,-1
25/07/2007 00:00,26/07/2007 00:00,3.048,-1
26/07/2007 00:00,27/07/2007 00:00,3.048,-1
27/07/2007 00:00,28/07/2007 00:00,3.048,-1
28/07/2007 00:00,29/07/2007 00:00,3.048,-1
29/07/2007 00:00,30/07/2007 00:00,2.032,-1
30/07/2007 00:00,31/07/2007 00:00,1.016,-1
31/07/2007 00:00,01/08/2007 00:00,NaN,-2
01/08/2007 00:00,02/08/2007 00:00,NaN,-2
02/08/2007 00:00,03/08/2007 00:00,NaN,-2
03/08/2007 00:00,04/08/2007 00:00,NaN,-2
04/08/2007 00:00,05/08/2007 00:00,NaN,-2
05/08/2007 00:00,06/08/2007 00:00,NaN,-2
06/08/2007 00:00,07/08/2007 00:00,NaN,-2
07/08/2007 00:00,08/08/2007 00:00,NaN,-2
08/08/2007 00:00,09/08/2007 00:00,NaN,-2
09/08/2007 00:00,10/08/2007 00:00,NaN,-2
10/08/2007 00:00,11/08/2007 00:00,NaN,-2
11/08/2007 00:00,12/08/2007 00:00,NaN,-2
12/08/2007 00:00,13/08/2007 00:00,NaN,-2
13/08/2007 00:00,14/08/2007 00:00,NaN,-2
14/08/2007 00:00,15/08/2007 00:00,NaN,-2
15/08/2007 00:00,16/08/2007 00:00,NaN,-2
16/08/2007 00:00,17/08/2007 00:00,3.048,-1
17/08/2007 00:00,18/08/2007 00:00,2.918177778,-1
18/08/2007 00:00,19/08/2007 00:00,2.788355556,-1
19/08/2007 00:00,20/08/2007 00:00,3.048,-1
20/08/2007 00:00,21/08/2007 00:00,3.048,-1
21/08/2007 00:00,22/08/2007 00:00,3.048,-1
22/08/2007 00:00,23/08/2007 00:00,3.048,-1
23/08/2007 00:00,24/08/2007 00:00,2.918177778,-1
24/08/2007 00:00,25/08/2007 00:00,2.788355556,-1
25/08/2007 00:00,26/08/2007 00:00,2.032,-1
26/08/2007 00:00,27/08/2007 00:00,0,-1
27/08/2007 00:00,28/08/2007 00:00,0,-1
28/08/2007 00:00,29/08/2007 00:00,1.016,-1
29/08/2007 00:00,30/08/2007 00:00,3.048,-1
30/08/2007 00:00,31/08/2007 00:00,3.048,-1
31/08/2007 00:00,01/09/2007 00:00,2.032,-1
01/09/2007 00:00,02/09/2007 00:00,1.016,-1
02/09/2007 00:00,03/09/2007 00:00,2.032,-1
03/09/2007 00:00,04/09/2007 00:00,1.016,-1
04/09/2007 00:00,05/09/2007 00:00,2.032,-1
05/09/2007 00:00,06/09/2007 00:00,0,-1
06/09/2007 00:00,07/09/2007 00:00,1.016,-1
07/09/2007 00:00,08/09/2007 00:00,3.048,-1
08/09/2007 00:00,09/09/2007 00:00,3.048,-1
09/09/2007 00:00,10/09/2007 00:00,3.048,-1
10/09/2007 00:00,11/09/2007 00:00,3.048,-1
11/09/2007 00:00,12/09/2007 00:00,3.048,-1
12/09/2007 00:00,13/09/2007 00:00,3.048,-1
13/09/2007 00:00,14/09/2007 00:00,3.048,-1
14/09/2007 00:00,15/09/2007 00:00,2.917895555,-1
15/09/2007 00:00,16/09/2007 00:00,2.787791111,-1
16/09/2007 00:00,17/09/2007 00:00,3.048,-1
17/09/2007 00:00,18/09/2007 00:00,2.032,-1
18/09/2007 00:00,19/09/2007 00:00,0,-1
19/09/2007 00:00,20/09/2007 00:00,1.016,-1
20/09/2007 00:00,21/09/2007 00:00,3.048,-1
21/09/2007 00:00,22/09/2007 00:00,2.032,-1
22/09/2007 00:00,23/09/2007 00:00,1.016,-1
23/09/2007 00:00,24/09/2007 00:00,2.032,-1
24/09/2007 00:00,25/09/2007 00:00,0,-1
25/09/2007 00:00,26/09/2007 00:00,1.016,-1
26/09/2007 00:00,27/09/2007 00:00,2.032,-1
27/09/2007 00:00,28/09/2007 00:00,0,-1
28/09/2007 00:00,29/09/2007 00:00,1.016,-1
29/09/2007 00:00,30/09/2007 00:00,2.032,-1
30/09/2007 00:00,01/10/2007 00:00,0,-1
01/10/2007 00:00,02/10/2007 00:00,1.016,-1
02/10/2007 00:00,03/10/2007 00:00,2.032,-1
03/10/2007 00:00,04/10/2007 00:00,NaN,-2
04/10/2007 00:00,05/10/2007 00:00,NaN,-2
05/10/2007 00:00,06/10/2007 00:00,NaN,-2
06/10/2007 00:00,07/10/2007 00:00,NaN,-2
07/10/2007 00:00,08/10/2007 00:00,18.288,-1
08/10/2007 00:00,09/10/2007 00:00,19.304,-1
09/10/2007 00:00,10/10/2007 00:00,22.352,-1
10/10/2007 00:00,11/10/2007 00:00,24.384,-1
11/10/2007 00:00,12/10/2007 00:00,23.368,-1
12/10/2007 00:00,13/10/2007 00:00,21.336,-1
13/10/2007 00:00,14/10/2007 00:00,20.32,-1
14/10/2007 00:00,15/10/2007 00:00,15.37038667,-1
15/10/2007 00:00,16/10/2007 00:00,8.388773334,-1
16/10/2007 00:00,17/10/2007 00:00,5.08,-1
17/10/2007 00:00,18/10/2007 00:00,2.032,-1
18/10/2007 00:00,19/10/2007 00:00,1.016,-1
19/10/2007 00:00,20/10/2007 00:00,3.048,-1
20/10/2007 00:00,21/10/2007 00:00,4.064,-1
21/10/2007 00:00,22/10/2007 00:00,13.208,-1
22/10/2007 00:00,23/10/2007 00:00,23.368,-1
23/10/2007 00:00,24/10/2007 00:00,12.192,-1
24/10/2007 00:00,25/10/2007 00:00,6.096,-1
25/10/2007 00:00,26/10/2007 00:00,6.985564444,-1
26/10/2007 00:00,27/10/2007 00:00,8.891128889,-1
27/10/2007 00:00,28/10/2007 00:00,12.06556444,-1
28/10/2007 00:00,29/10/2007 00:00,18.03512889,-1
29/10/2007 00:00,30/10/2007 00:00,18.288,-1
30/10/2007 00:00,31/10/2007 00:00,21.20956444,-1
31/10/2007 00:00,01/11/2007 00:00,27.17912889,-1
01/11/2007 00:00,02/11/2007 00:00,29.464,-1
02/11/2007 00:00,03/11/2007 00:00,40.51356444,-1
03/11/2007 00:00,04/11/2007 00:00,55.62712889,-1
04/11/2007 00:00,05/11/2007 00:00,60.96,-1
05/11/2007 00:00,06/11/2007 00:00,67.056,-1
06/11/2007 00:00,07/11/2007 00:00,69.088,-1
07/11/2007 00:00,08/11/2007 00:00,73.152,-1
08/11/2007 00:00,09/11/2007 00:00,83.312,-1
09/11/2007 00:00,10/11/2007 00:00,104.648,-1
10/11/2007 00:00,11/11/2007 00:00,107.696,-1
11/11/2007 00:00,12/11/2007 00:00,119.888,-1
12/11/2007 00:00,13/11/2007 00:00,141.0975644,-1
13/11/2007 00:00,14/11/2007 00:00,144.0191289,-1
14/11/2007 00:00,15/11/2007 00:00,149.352,-1
15/11/2007 00:00,16/11/2007 00:00,157.48,-1
16/11/2007 00:00,17/11/2007 00:00,161.544,-1
17/11/2007 00:00,18/11/2007 00:00,161.544,-1
18/11/2007 00:00,19/11/2007 00:00,161.544,-1
19/11/2007 00:00,20/11/2007 00:00,161.544,-1
20/11/2007 00:00,21/11/2007 00:00,161.544,-1
21/11/2007 00:00,22/11/2007 00:00,161.544,-1
22/11/2007 00:00,23/11/2007 00:00,162.56,-1
23/11/2007 00:00,24/11/2007 00:00,166.624,-1
24/11/2007 00:00,25/11/2007 00:00,170.688,-1
25/11/2007 00:00,26/11/2007 00:00,171.704,-1
26/11/2007 00:00,27/11/2007 00:00,172.72,-1
27/11/2007 00:00,28/11/2007 00:00,171.704,-1
28/11/2007 00:00,29/11/2007 00:00,173.736,-1
29/11/2007 00:00,30/11/2007 00:00,173.736,-1
30/11/2007 00:00,01/12/2007 00:00,174.752,-1
01/12/2007 00:00,02/12/2007 00:00,178.816,-1
02/12/2007 00:00,03/12/2007 00:00,187.8335644,-1
03/12/2007 00:00,04/12/2007 00:00,201.9311289,-1
04/12/2007 00:00,05/12/2007 00:00,211.328,-1
05/12/2007 00:00,06/12/2007 00:00,214.376,-1
06/12/2007 00:00,07/12/2007 00:00,215.392,-1
07/12/2007 00:00,08/12/2007 00:00,214.376,-1
08/12/2007 00:00,09/12/2007 00:00,217.424,-1
09/12/2007 00:00,10/12/2007 00:00,220.472,-1
10/12/2007 00:00,11/12/2007 00:00,227.584,-1
11/12/2007 00:00,12/12/2007 00:00,236.728,-1
12/12/2007 00:00,13/12/2007 00:00,234.696,-1
13/12/2007 00:00,14/12/2007 00:00,237.744,-1
14/12/2007 00:00,15/12/2007 00:00,243.84,-1
15/12/2007 00:00,16/12/2007 00:00,245.872,-1
16/12/2007 00:00,17/12/2007 00:00,248.92,-1
17/12/2007 00:00,18/12/2007 00:00,250.952,-1
18/12/2007 00:00,19/12/2007 00:00,260.096,-1
19/12/2007 00:00,20/12/2007 00:00,261.112,-1
20/12/2007 00:00,21/12/2007 00:00,261.112,-1
21/12/2007 00:00,22/12/2007 00:00,267.208,-1
22/12/2007 00:00,23/12/2007 00:00,275.336,-1
23/12/2007 00:00,24/12/2007 00:00,281.432,-1
24/12/2007 00:00,25/12/2007 00:00,280.416,-1
25/12/2007 00:00,26/12/2007 00:00,285.496,-1
26/12/2007 00:00,27/12/2007 00:00,285.496,-1
27/12/2007 00:00,28/12/2007 00:00,288.6704356,-1
28/12/2007 00:00,29/12/2007 00:00,287.7808711,-1
29/12/2007 00:00,30/12/2007 00:00,287.528,-1
30/12/2007 00:00,31/12/2007 00:00,283.464,-1
31/12/2007 00:00,01/01/2008 00:00,290.576,-1
01/01/2008 00:00,02/01/2008 00:00,304.8,-1
02/01/2008 00:00,03/01/2008 00:00,308.864,-1
03/01/2008 00:00,04/01/2008 00:00,319.024,-1
04/01/2008 00:00,05/01/2008 00:00,321.056,-1
05/01/2008 00:00,06/01/2008 00:00,314.96,-1
06/01/2008 00:00,07/01/2008 00:00,310.896,-1
07/01/2008 00:00,08/01/2008 00:00,313.944,-1
08/01/2008 00:00,09/01/2008 00:00,319.024,-1
09/01/2008 00:00,10/01/2008 00:00,321.056,-1
10/01/2008 00:00,11/01/2008 00:00,327.152,-1
11/01/2008 00:00,12/01/2008 00:00,325.2467178,-1
12/01/2008 00:00,13/01/2008 00:00,331.3427178,-1
13/01/2008 00:00,14/01/2008 00:00,337.0585644,-1
14/01/2008 00:00,15/01/2008 00:00,341.376,-1
15/01/2008 00:00,16/01/2008 00:00,343.408,-1
16/01/2008 00:00,17/01/2008 00:00,346.5827178,-1
17/01/2008 00:00,18/01/2008 00:00,347.7254356,-1
18/01/2008 00:00,19/01/2008 00:00,352.552,-1
19/01/2008 00:00,20/01/2008 00:00,351.536,-1
20/01/2008 00:00,21/01/2008 00:00,354.584,-1
21/01/2008 00:00,22/01/2008 00:00,356.616,-1
22/01/2008 00:00,23/01/2008 00:00,359.664,-1
23/01/2008 00:00,24/01/2008 00:00,363.728,-1
24/01/2008 00:00,25/01/2008 00:00,361.696,-1
25/01/2008 00:00,26/01/2008 00:00,366.9027178,-1
26/01/2008 00:00,27/01/2008 00:00,367.0294356,-1
27/01/2008 00:00,28/01/2008 00:00,363.728,-1
28/01/2008 00:00,29/01/2008 00:00,366.9027178,-1
29/01/2008 00:00,30/01/2008 00:00,370.0774356,-1
30/01/2008 00:00,31/01/2008 00:00,371.856,-1
31/01/2008 00:00,01/02/2008 00:00,370.84,-1
01/02/2008 00:00,02/02/2008 00:00,369.824,-1
02/02/2008 00:00,03/02/2008 00:00,370.84,-1
03/02/2008 00:00,04/02/2008 00:00,369.824,-1
04/02/2008 00:00,05/02/2008 00:00,377.952,-1
05/02/2008 00:00,06/02/2008 00:00,390.144,-1
06/02/2008 00:00,07/02/2008 00:00,390.144,-1
07/02/2008 00:00,08/02/2008 00:00,389.128,-1
08/02/2008 00:00,09/02/2008 00:00,394.0812822,-1
09/02/2008 00:00,10/02/2008 00:00,407.1625644,-1
10/02/2008 00:00,11/02/2008 00:00,404.368,-1
11/02/2008 00:00,12/02/2008 00:00,407.416,-1
12/02/2008 00:00,13/02/2008 00:00,414.528,-1
13/02/2008 00:00,14/02/2008 00:00,412.3692822,-1
14/02/2008 00:00,15/02/2008 00:00,424.4345644,-1
15/02/2008 00:00,16/02/2008 00:00,430.9107178,-1
16/02/2008 00:00,17/02/2008 00:00,429.0054356,-1
17/02/2008 00:00,18/02/2008 00:00,435.864,-1
18/02/2008 00:00,19/02/2008 00:00,441.96,-1
19/02/2008 00:00,20/02/2008 00:00,442.8492822,-1
20/02/2008 00:00,21/02/2008 00:00,443.7385644,-1
21/02/2008 00:00,22/02/2008 00:00,442.976,-1
22/02/2008 00:00,23/02/2008 00:00,442.976,-1
23/02/2008 00:00,24/02/2008 00:00,439.928,-1
24/02/2008 00:00,25/02/2008 00:00,439.928,-1
25/02/2008 00:00,26/02/2008 00:00,441.96,-1
26/02/2008 00:00,27/02/2008 00:00,454.152,-1
27/02/2008 00:00,28/02/2008 00:00,455.168,-1
28/02/2008 00:00,29/02/2008 00:00,464.312,-1
29/02/2008 00:00,01/03/2008 00:00,470.408,-1
01/03/2008 00:00,02/03/2008 00:00,459.1052822,-1
02/03/2008 00:00,03/03/2008 00:00,471.2972822,-1
03/03/2008 00:00,04/03/2008 00:00,474.7254356,-1
04/03/2008 00:00,05/03/2008 00:00,474.472,-1
05/03/2008 00:00,06/03/2008 00:00,480.4412822,-1
06/03/2008 00:00,07/03/2008 00:00,485.3945644,-1
07/03/2008 00:00,08/03/2008 00:00,485.648,-1
08/03/2008 00:00,09/03/2008 00:00,482.6,-1
