Date,Level_m
2011-01-01,1.8600000143051147
2011-01-02,1.88100004196167
2011-01-03,1.909999966621399
2011-01-04,1.9229999780654907
2011-01-05,1.96399998664856
2011-01-06,2.055000066757202
2011-01-07,2.0460000038146973
2011-01-08,1.993000030517578
2011-01-09,2.0420000553131104
2011-01-10,2.0390000343322754
2011-01-11,1.9700000286102293
2011-01-12,1.8940000534057615
2011-01-13,1.8730000257492063
2011-01-14,1.8489999771118164
2011-01-15,1.878000020980835
2011-01-16,1.9149999618530276
2011-01-17,1.9980000257492063
2011-01-18,2.1080000400543213
2011-01-19,2.200000047683716
2011-01-20,2.1549999713897705
2011-01-21,2.052999973297119
2011-01-22,1.950999975204468
2011-01-23,1.9479999542236328
2011-01-24,1.8359999656677248
2011-01-25,1.725000023841858
2011-01-26,1.621000051498413
2011-01-27,1.60099995136261
2011-01-28,1.7089999914169312
2011-01-29,1.8040000200271609
2011-01-30,1.9149999618530276
2011-01-31,1.9769999980926516
2011-02-01,2.01200008392334
2011-02-02,1.991000056266785
2011-02-03,1.9479999542236328
2011-02-04,1.906000018119812
2011-02-05,1.8830000162124636
2011-02-06,1.8980000019073489
2011-02-07,1.875
2011-02-08,1.909000039100647
2011-02-09,1.9600000381469729
2011-02-10,1.9980000257492063
2011-02-11,1.8799999952316284
2011-02-12,1.684999942779541
2011-02-13,1.6480000019073486
2011-02-14,1.5839999914169312
2011-02-15,1.5499999523162842
2011-02-16,1.5740000009536743
2011-02-17,1.5490000247955322
2011-02-18,1.6579999923706057
2011-02-19,1.6770000457763672
2011-02-20,1.7699999809265137
2011-02-21,1.7710000276565552
2011-02-22,1.7990000247955322
2011-02-23,1.8849999904632568
2011-02-24,1.940999984741211
2011-02-25,1.934000015258789
2011-02-26,1.9040000438690183
2011-02-27,1.878999948501587
2011-02-28,1.899999976158142
2011-03-01,1.9160000085830688
2011-03-02,1.878999948501587
2011-03-03,1.89900004863739
2011-03-04,1.9140000343322756
2011-03-05,1.843000054359436
2011-03-06,1.830000042915344
2011-03-07,1.8289999961853027
2011-03-08,1.8320000171661377
2011-03-09,1.825999975204468
2011-03-10,1.7970000505447388
2011-03-11,1.7489999532699585
2011-03-12,1.7009999752044678
2011-03-13,1.6690000295639038
2011-03-14,1.6130000352859497
2011-03-15,1.5809999704360962
2011-03-16,1.565999984741211
2011-03-17,1.5700000524520874
2011-03-18,1.5820000171661377
2011-03-19,1.555999994277954
2011-03-20,1.5180000066757202
2011-03-21,1.5169999599456787
2011-03-22,1.4800000190734863
2011-03-23,1.47599995136261
2011-03-24,1.4529999494552612
2011-03-25,1.434000015258789
2011-03-26,1.434000015258789
2011-03-27,1.4190000295639038
2011-03-28,1.402999997138977
2011-03-29,1.3980000019073486
2011-03-30,1.409000039100647
2011-03-31,1.434000015258789
2011-04-01,1.468999981880188
2011-04-02,1.49399995803833
2011-04-03,1.462000012397766
2011-04-04,1.4170000553131104
2011-04-05,1.3860000371932983
2011-04-06,1.3980000019073486
2011-04-07,1.4049999713897705
2011-04-08,1.4079999923706057
2011-04-09,1.4010000228881836
2011-04-10,1.4290000200271606
2011-04-11,1.4220000505447388
2011-04-12,1.4639999866485596
2011-04-13,1.4739999771118164
2011-04-14,1.5479999780654907
2011-04-15,1.6419999599456787
2011-04-16,1.63100004196167
2011-04-17,1.621000051498413
2011-04-18,1.5540000200271606
2011-04-19,1.5260000228881836
2011-04-20,1.5499999523162842
2011-04-21,1.52400004863739
2011-04-22,1.503999948501587
2011-04-23,1.5140000581741333
2011-04-24,1.569000005722046
2011-04-25,1.6720000505447388
2011-04-26,1.7960000038146973
2011-04-27,1.9140000343322756
2011-04-28,1.9769999980926516
2011-04-29,2.009000062942505
2011-04-30,2.069000005722046
2011-05-01,2.1050000190734863
2011-05-02,2.2039999961853027
2011-05-03,2.45199990272522
2011-05-04,2.5239999294281006
2011-05-05,2.5220000743865967
2011-05-06,2.532000064849853
2011-05-07,2.568000078201294
2011-05-08,2.624000072479248
2011-05-09,2.6760001182556152
2011-05-10,2.7330000400543213
2011-05-11,2.884999990463257
2011-05-12,3.072000026702881
2011-05-13,3.1619999408721924
2011-05-14,3.180999994277954
2011-05-15,3.187999963760376
2011-05-16,3.2039999961853027
2011-05-17,3.259000062942505
2011-05-18,3.407999992370605
2011-05-19,3.5480000972747803
2011-05-20,3.6059999465942383
2011-05-21,3.66100001335144
2011-05-22,3.7300000190734863
2011-05-23,3.799999952316284
2011-05-24,3.871999979019165
2011-05-25,3.934000015258789
2011-05-26,3.9809999465942383
2011-05-27,4.019000053405762
2011-05-28,4.071000099182129
2011-05-29,4.133999824523926
2011-05-30,4.182000160217285
2011-05-31,4.204999923706055
2011-06-01,4.215000152587891
2011-06-02,4.2179999351501465
2011-06-03,4.223999977111816
2011-06-04,4.218999862670898
2011-06-05,4.215000152587891
2011-06-06,4.249000072479248
2011-06-07,4.330999851226807
2011-06-08,4.401999950408936
2011-06-09,4.447999954223633
2011-06-10,4.479000091552734
2011-06-11,4.51200008392334
2011-06-12,4.548999786376953
2011-06-13,4.586999893188477
2011-06-14,4.625
2011-06-15,4.6570000648498535
2011-06-16,4.671000003814697
2011-06-17,4.668000221252441
2011-06-18,4.678999900817871
2011-06-19,4.699999809265137
2011-06-20,4.716000080108643
2011-06-21,4.724999904632568
2011-06-22,4.730000019073486
2011-06-23,4.74399995803833
2011-06-24,4.756999969482422
2011-06-25,4.761000156402588
2011-06-26,4.743000030517578
2011-06-27,4.735000133514404
2011-06-28,4.752999782562256
2011-06-29,4.770999908447266
2011-06-30,4.777999877929688
2011-07-01,4.777999877929688
2011-07-02,4.781000137329102
2011-07-03,4.785999774932861
2011-07-04,4.77400016784668
2011-07-05,4.758999824523926
2011-07-06,4.748000144958496
2011-07-07,4.73799991607666
2011-07-08,4.729000091552734
2011-07-09,4.702000141143799
2011-07-10,4.675000190734863
2011-07-11,4.65500020980835
2011-07-12,4.65500020980835
2011-07-13,4.669000148773193
2011-07-14,4.677000045776367
2011-07-15,4.690000057220459
2011-07-16,4.689000129699707
2011-07-17,4.690000057220459
2011-07-18,4.684999942779541
2011-07-19,4.677000045776367
2011-07-20,4.668000221252441
2011-07-21,4.65500020980835
2011-07-22,4.650000095367432
2011-07-23,4.638999938964844
2011-07-24,4.625999927520752
2011-07-25,4.610000133514404
2011-07-26,4.5929999351501465
2011-07-27,4.574999809265137
2011-07-28,4.553999900817871
2011-07-29,4.5320000648498535
2011-07-30,4.51800012588501
2011-07-31,4.506999969482422
2011-08-01,4.488999843597412
2011-08-02,4.4720001220703125
2011-08-03,4.448999881744385
2011-08-04,4.422999858856201
2011-08-05,4.39900016784668
2011-08-06,4.376999855041504
2011-08-07,4.354000091552734
2011-08-08,4.322999954223633
2011-08-09,4.293000221252441
2011-08-10,4.265999794006348
2011-08-11,4.236999988555908
2011-08-12,4.210000038146973
2011-08-13,4.190999984741211
2011-08-14,4.182000160217285
2011-08-15,4.164999961853027
2011-08-16,4.144000053405762
2011-08-17,4.124000072479248
2011-08-18,4.098999977111816
2011-08-19,4.077000141143799
2011-08-20,4.052999973297119
2011-08-21,4.031000137329102
2011-08-22,4.019999980926514
2011-08-23,3.997999906539917
2011-08-24,3.974999904632568
2011-08-25,3.9489998817443848
2011-08-26,3.928999900817871
2011-08-27,3.9030001163482666
2011-08-28,3.864000082015991
2011-08-29,3.759999990463257
2011-08-30,3.611999988555908
2011-08-31,3.4679999351501465
2011-09-01,3.3340001106262207
2011-09-02,3.2239999771118164
2011-09-03,3.119999885559082
2011-09-04,3.009000062942505
2011-09-05,2.9159998893737797
2011-09-06,2.8399999141693115
2011-09-07,2.7709999084472656
2011-09-08,2.7079999446868896
2011-09-09,2.6549999713897705
2011-09-10,2.608999967575073
2011-09-11,2.575999975204468
2011-09-12,2.549999952316284
2011-09-13,2.5220000743865967
2011-09-14,2.494999885559082
2011-09-15,2.4779999256134038
2011-09-16,2.4660000801086426
2011-09-17,2.446000099182129
2011-09-18,2.4189999103546143
2011-09-19,2.388999938964844
2011-09-20,2.365999937057495
2011-09-21,2.344000101089477
2011-09-22,2.3350000381469727
2011-09-23,2.32699990272522
2011-09-24,2.32699990272522
2011-09-25,2.312999963760376
2011-09-26,2.2929999828338623
2011-09-27,2.282999992370605
2011-09-28,2.2850000858306885
2011-09-29,2.302000045776367
2011-09-30,2.3480000495910645
2011-10-01,2.484999895095825
2011-10-02,2.697000026702881
2011-10-03,2.9210000038146973
2011-10-04,3.108999967575073
2011-10-05,3.265000104904175
2011-10-06,3.3910000324249268
2011-10-07,3.5
2011-10-08,3.578000068664551
2011-10-09,3.632999897003174
2011-10-10,3.670000076293945
2011-10-11,3.697000026702881
2011-10-12,3.720999956130981
2011-10-13,3.743000030517578
2011-10-14,3.755000114440918
2011-10-15,3.752000093460083
2011-10-16,3.739000082015991
2011-10-17,3.723000049591065
2011-10-18,3.7060000896453857
2011-10-19,3.690000057220459
2011-10-20,3.677999973297119
2011-10-21,3.6649999618530273
2011-10-22,3.650000095367432
2011-10-23,3.634999990463257
2011-10-24,3.624000072479248
2011-10-25,3.61299991607666
2011-10-26,3.6040000915527344
2011-10-27,3.572999954223633
2011-10-28,3.450999975204468
2011-10-29,3.257999897003174
2011-10-30,3.075999975204468
2011-10-31,2.9119999408721924
2011-11-01,2.7699999809265137
2011-11-02,2.640000104904175
2011-11-03,2.513999938964844
2011-11-04,2.407000064849853
2011-11-05,2.319000005722046
2011-11-06,2.246000051498413
2011-11-07,2.194000005722046
2011-11-08,2.1489999294281006
2011-11-09,2.109999895095825
2011-11-10,2.08899998664856
2011-11-11,2.075000047683716
2011-11-12,2.062000036239624
2011-11-13,2.0480000972747803
2011-11-14,2.0209999084472656
2011-11-15,2.002000093460083
2011-11-16,1.965999960899353
2011-11-17,1.934999942779541
2011-11-18,1.825000047683716
2011-11-19,1.4819999933242798
2011-11-20,1.5180000066757202
2011-11-21,1.7130000591278076
2011-11-22,1.8609999418258667
2011-11-23,1.9479999542236328
2011-11-24,1.98199999332428
2011-11-25,1.9919999837875368
2011-11-26,1.9789999723434448
2011-11-27,1.9040000438690183
2011-11-28,1.9129999876022337
2011-11-29,1.9270000457763672
2011-11-30,1.88100004196167
2011-12-01,1.9160000085830688
2011-12-02,1.8860000371932983
2011-12-03,1.906999945640564
2011-12-04,1.875
2011-12-05,1.901000022888184
2011-12-06,1.9520000219345093
2011-12-07,1.968999981880188
2011-12-08,1.89300000667572
2011-12-09,1.8739999532699585
2011-12-10,1.9600000381469729
2011-12-11,2.055999994277954
2011-12-12,2.1610000133514404
2011-12-13,2.2239999771118164
2011-12-14,2.219000101089477
2011-12-15,2.2219998836517334
2011-12-16,2.2060000896453857
2011-12-17,2.1619999408721924
2011-12-18,2.138999938964844
2011-12-19,2.180000066757202
2011-12-20,2.1449999809265137
2011-12-21,2.11299991607666
2011-12-22,2.13100004196167
2011-12-23,2.1589999198913574
2011-12-24,2.171999931335449
2011-12-25,2.203000068664551
2011-12-26,2.2290000915527344
2011-12-27,2.220999956130981
2011-12-28,2.200000047683716
2011-12-29,2.234999895095825
2011-12-30,2.242000102996826
2011-12-31,2.275000095367432
2012-01-01,2.256999969482422
2012-01-02,2.2690000534057617
2012-01-03,2.2070000171661377
2012-01-04,2.0510001182556152
2012-01-05,2.026000022888184
2012-01-06,2.0439999103546143
2012-01-07,2.013999938964844
2012-01-08,1.950000047683716
2012-01-09,1.8630000352859497
2012-01-10,1.9429999589920044
