Date,Level_m
2011-01-01,0.5690000057220459
2011-01-02,0.5649999976158142
2011-01-03,0.5640000104904175
2011-01-04,0.5659999847412109
2011-01-05,0.5669999718666077
2011-01-06,0.5690000057220459
2011-01-07,0.5820000171661377
2011-01-08,0.5870000123977661
2011-01-09,0.5839999914169312
2011-01-10,0.574999988079071
2011-01-11,0.5740000009536743
2011-01-12,0.5989999771118164
2011-01-13,0.6200000047683716
2011-01-14,0.6269999742507935
2011-01-15,0.6480000019073486
2011-01-16,0.6949999928474426
2011-01-17,0.6669999957084656
2011-01-18,0.6359999775886536
2011-01-19,0.6129999756813049
2011-01-20,0.6129999756813049
2011-01-21,0.6039999723434448
2011-01-22,0.593999981880188
2011-01-23,0.597000002861023
2011-01-24,0.5979999899864197
2011-01-25,0.5910000205039978
2011-01-26,0.5960000157356262
2011-01-27,0.5989999771118164
2011-01-28,0.6019999980926514
2011-01-29,0.593999981880188
2011-01-30,0.5910000205039978
2011-01-31,0.5879999995231628
2011-02-01,0.5830000042915344
2011-02-02,0.5770000219345093
2011-02-03,0.5740000009536743
2011-02-04,0.5799999833106995
2011-02-05,0.5809999704360962
2011-02-06,0.5879999995231628
2011-02-07,0.6050000190734863
2011-02-08,0.5989999771118164
2011-02-09,0.5960000157356262
2011-02-10,0.5899999737739563
2011-02-11,0.5839999914169312
2011-02-12,0.5830000042915344
2011-02-13,0.5759999752044678
2011-02-14,0.5839999914169312
2011-02-15,0.5640000104904175
2011-02-16,0.5929999947547913
2011-02-17,0.5989999771118164
2011-02-18,0.5929999947547913
2011-02-19,0.5910000205039978
2011-02-20,0.5839999914169312
2011-02-21,0.5820000171661377
2011-02-22,0.5809999704360962
2011-02-23,0.5860000252723694
2011-02-24,0.5889999866485596
2011-02-25,0.5640000104904175
2011-02-26,0.5630000233650208
2011-02-27,0.5809999704360962
2011-02-28,0.5770000219345093
2011-03-01,0.5659999847412109
2011-03-02,0.5690000057220459
2011-03-03,0.5669999718666077
2011-03-04,0.5649999976158142
2011-03-05,0.5680000185966492
2011-03-06,0.5640000104904175
2011-03-07,0.5600000023841858
2011-03-08,0.5559999942779541
2011-03-09,0.5559999942779541
2011-03-10,0.5540000200271606
2011-03-11,0.5519999861717224
2011-03-12,0.546999990940094
2011-03-13,0.546999990940094
2011-03-14,0.5440000295639038
2011-03-15,0.5479999780654907
2011-03-16,0.5460000038146973
2011-03-17,0.5479999780654907
2011-03-18,0.5479999780654907
2011-03-19,0.5460000038146973
2011-03-20,0.5460000038146973
2011-03-21,0.5419999957084656
2011-03-22,0.5350000262260437
2011-03-23,0.5329999923706055
2011-03-24,0.5299999713897705
2011-03-25,0.5260000228881836
2011-03-26,0.5230000019073486
2011-03-27,0.5210000276565552
2011-03-28,0.5180000066757202
2011-03-29,0.5109999775886536
2011-03-30,0.5059999823570251
2011-03-31,0.5059999823570251
2011-04-01,0.5059999823570251
2011-04-02,0.5070000290870667
2011-04-03,0.49799999594688416
2011-04-04,0.4970000088214874
2011-04-05,0.4970000088214874
2011-04-06,0.49799999594688416
2011-04-07,0.4970000088214874
2011-04-08,0.4900000095367432
2011-04-09,0.4880000054836273
2011-04-10,0.492000013589859
2011-04-11,0.49399998784065247
2011-04-12,0.4930000007152557
2011-04-13,0.49799999594688416
2011-04-14,0.5019999742507935
2011-04-15,0.5090000033378601
2011-04-16,0.5130000114440918
2011-04-17,0.5090000033378601
2011-04-18,0.5080000162124634
2011-04-19,0.5070000290870667
2011-04-20,0.5099999904632568
2011-04-21,0.5109999775886536
2011-04-22,0.5070000290870667
2011-04-23,0.5130000114440918
2011-04-24,0.527999997138977
2011-04-25,0.5490000247955322
2011-04-26,0.5659999847412109
2011-04-27,0.5950000286102295
2011-04-28,0.6159999966621399
2011-04-29,0.6399999856948853
2011-04-30,0.6660000085830688
2011-05-01,0.6869999766349792
2011-05-02,0.7160000205039978
2011-05-03,0.7590000033378601
2011-05-04,0.7919999957084656
2011-05-05,0.8330000042915344
2011-05-06,0.8709999918937683
2011-05-07,0.9139999747276306
2011-05-08,0.9570000171661376
2011-05-09,1.00600004196167
2011-05-10,1.0520000457763672
2011-05-11,1.1230000257492063
2011-05-12,1.187999963760376
2011-05-13,1.246999979019165
2011-05-14,1.312000036239624
2011-05-15,1.3630000352859497
2011-05-16,1.4199999570846558
2011-05-17,1.4950000047683716
2011-05-18,1.5850000381469729
2011-05-19,1.6740000247955322
2011-05-20,1.7450000047683716
2011-05-21,1.8140000104904173
2011-05-22,1.8860000371932983
2011-05-23,1.955999970436096
2011-05-24,2.0220000743865967
2011-05-25,2.0859999656677246
2011-05-26,2.157000064849853
2011-05-27,2.213000059127808
2011-05-28,2.2909998893737797
2011-05-29,2.3510000705718994
2011-05-30,2.4200000762939453
